Year;Country Code;Country Name;Arable land (hectares per person);Cereal yield (kg per hectare);Food production index (2004-2006 = 100);GDP per capita (constant 2010 US$);Net flows from UN agencies US$;Life expectancy at birth, total (years);Adjusted savings: education expenditure (% of GNI);Income_level_Final
2019;SLV;El Salvador;0.115408557;2690.735318;117.2602379;3409.202253;0;72.69334586;3.807367274;Low_Middle
1949;SOM;Somalia;0.316617853;489.4;47.29;;0;36.976;1.0485334;Low_Middle
1950;SOM;Somalia;0.316617853;489.4;47.29;;0;36.976;1.0485334;Low_Middle
1951;SOM;Somalia;0.316617853;489.4;47.29;;0;36.976;1.0485334;Low_Middle
1952;SOM;Somalia;0.316617853;489.4;47.29;;0;36.976;1.0485334;Low_Middle
1953;SOM;Somalia;0.316617853;489.4;47.29;;0;36.976;1.0485334;Low_Middle
1954;SOM;Somalia;0.316617853;489.4;47.29;;0;36.976;1.0485334;Low_Middle
1955;SOM;Somalia;0.316617853;489.4;47.29;;0;36.976;1.0485334;Low_Middle
1956;SOM;Somalia;0.316617853;489.4;47.29;;0;36.976;1.0485334;Low_Middle
1957;SOM;Somalia;0.316617853;489.4;47.29;;0;36.976;1.0485334;Low_Middle
1958;SOM;Somalia;0.316617853;489.4;47.29;;0;36.976;1.0485334;Low_Middle
1959;SOM;Somalia;0.316617853;489.4;47.29;;0;36.976;1.0485334;Low_Middle
1960;SOM;Somalia;0.316617853;489.4;47.29;;0;36.976;1.0485334;Low
1961;SOM;Somalia;0.316617853;489.4;47.29;;0;37.374;1.0485334;Low
1962;SOM;Somalia;0.311736966;485.4;48.94;;0;37.773;1.0485334;Low
1963;SOM;Somalia;0.30683026;467.3;51.59;;0;38.175;1.0485334;Low
1964;SOM;Somalia;0.301883473;463.8;53.58;;0;38.578;1.0485334;Low
1965;SOM;Somalia;0.296891697;463.5;55.27;;0;38.982;1.0485334;Low
1966;SOM;Somalia;0.291381223;468.1;57.38;;0;39.384;1.0485334;Low
1967;SOM;Somalia;0.285330039;467.3;59.88;;0;39.783;1.0485334;Low
1968;SOM;Somalia;0.279526749;471.8;62.72;;0;40.179;1.0485334;Low
1969;SOM;Somalia;0.274895785;475.9;64.31;;2660000.041;40.57;1.0485334;Low_Middle
1970;SOM;Somalia;0.271732188;491;66.18;;3349999.92;40.957;1.0485334;Low
1971;SOM;Somalia;0.270996701;498.8;65.64;;3269999.906;41.342;1.023820688;Low
1972;SOM;Somalia;0.271855486;494.2;69.93;;3929999.933;41.727;0.999107976;Low_Middle
1973;SOM;Somalia;0.27073785;478.7;66.57;;4329999.999;42.111;0.991144636;Low
1974;SOM;Somalia;0.262868877;468.5;63.56;;4529999.942;42.494;0.991144636;Low
1975;SOM;Somalia;0.247404061;473.1;69.63;;13189999.82;42.876;0.991144636;Low_Middle
1976;SOM;Somalia;0.225521404;408.8;70.53;;13450000.05;43.259;0.991144636;Low
1977;SOM;Somalia;0.201784995;428.7;74.45;;11770000.04;43.639;0.991144636;Low_Middle
1978;SOM;Somalia;0.181208729;447;77.62;;16449999.63;44.013;0.991144636;Low
1979;SOM;Somalia;0.166136213;422.6;78.93;;23770000.1;44.375;0.991144636;Low
1980;SOM;Somalia;0.15665961;462.6;82.37;;87229999.51;44.726;0.991144636;Low
1981;SOM;Somalia;0.151894154;530.6;85.23;;103720001.9;45.068;0.991144636;Low
1982;SOM;Somalia;0.150422727;532.6;88.68;;72019999.26;45.394;0.991144636;Low
1983;SOM;Somalia;0.150938539;643.6;85.14;;86139999.93;45.696;0.991144636;Low
1984;SOM;Somalia;0.151782805;643.8;84.5;;92599997.88;45.961;0.991144636;Low
1985;SOM;Somalia;0.151760657;746.9;90.63;;94799999.11;46.146;0.991144636;Low
1986;SOM;Somalia;0.150517728;920.2;89.95;;96540001.03;46.2;0.991144636;Low
1987;SOM;Somalia;0.148347348;693.7;96.09;;115810002.7;46.115;0.991144636;Low
1988;SOM;Somalia;0.145748165;699.1;99.51;;74939999.76;45.912;0.991144636;Low
1989;SOM;Somalia;0.143132353;792.1;100.47;;55099999.2;45.634;0.991144636;Low
1990;SOM;Somalia;0.141451486;793.1;93.2;;47949999.87;45.378;0.991144636;Low
1991;SOM;Somalia;0.140499833;560.9;76.38;;28660000.11;45.26;0.991144636;Low
1992;SOM;Somalia;0.140225655;504.7;67.23;;104330000.9;45.361;0.991144636;Low
1993;SOM;Somalia;0.139969778;452.5;74.47;;145419997.5;45.721;0.991144636;Low
1994;SOM;Somalia;0.139706519;410.4;84.51;;60949999.33;46.337;0.991144636;Low
1995;SOM;Somalia;0.138154051;494.6;88.05;;54000001.01;47.151;0.991144636;Low
1996;SOM;Somalia;0.13523916;504.5;90.42;;27979999.53;48.067;0.991144636;Low
1997;SOM;Somalia;0.131424308;481.1;94.22;;18399999.93;48.967;0.991144636;Low
1998;SOM;Somalia;0.126653539;419.6;91.45;;19700000.34;49.754;0.991144636;Low
1999;SOM;Somalia;0.121936948;581.7;91.24;;18919999.64;50.392;0.991144636;Low
2000;SOM;Somalia;0.1175575;733;91.76;;20949999.87;50.869;0.991144636;Low
2001;SOM;Somalia;0.113751092;812.7;91.62;;19810000.33;51.213;0.991144636;Low
2002;SOM;Somalia;0.126297948;769.8;96.72;;20880000.11;51.492;0.991144636;Low
2003;SOM;Somalia;0.127350742;688;98.06;;19980000.08;51.762;0.991144636;Low
2004;SOM;Somalia;0.133264325;581.1;98.8;;15649999.95;52.043;0.991144636;Low
2005;SOM;Somalia;0.129225395;650.9;103.1;;24210000.01;52.346;0.991144636;Low
2006;SOM;Somalia;0.105909519;493.7;98.11;;22770000.32;52.669;0.991144636;Low
2007;SOM;Somalia;0.090251722;605.8;98.33;;30109999.88;52.998;0.991144636;Low
2008;SOM;Somalia;0.096515035;557.5;94.52;;31819999.85;53.326;0.991144636;Low
2009;SOM;Somalia;0.093875142;416.4;95.65;;38899999.82;53.654;0.991144636;Low
2010;SOM;Somalia;0.091332671;575.2;104.61;;25289999.99;53.99;0.991144636;Low
2011;SOM;Somalia;0.08079958;457.2;107.86;;52159999.48;54.342;0.991144636;Low
2012;SOM;Somalia;0.078644113;1190;110.65;;24871311.08;54.713;0.991144636;Low
2013;SOM;Somalia;0.084202752;964;116.97;;35474519.28;55.104;0.991144636;Low
2014;SOM;Somalia;0.081945377;555.1;110.17;;31852594.86;55.509;0.991144636;Low
2015;SOM;Somalia;0.079726316;538;109.25;;48252944.41;55.92;0.991144636;Low
2016;SOM;Somalia;0.077543353;507.2;107.95;;51826042.24;56.324;0.991144636;Low
2017;SOM;Somalia;0.0808065;547;110.4531709;;56717138.65;56.709;0.991144636;Low
2018;SOM;Somalia;0.079253237;538.003929;109.0112596;;49888590.93;56.10037117;0.991144636;Low
2019;SOM;Somalia;0.078264419;529.3351817;108.3653096;;0;56.40498728;0.991144636;Low
1949;SWZ;Eswatini;0.361152776;469.3;33.54;1225.813575;0;43.572;3.0014556;Low_Middle
1950;SWZ;Eswatini;0.361152776;469.3;33.54;1225.813575;0;43.572;3.0014556;Low_Middle
1951;SWZ;Eswatini;0.361152776;469.3;33.54;1225.813575;0;43.572;3.0014556;Low_Middle
1952;SWZ;Eswatini;0.361152776;469.3;33.54;1225.813575;0;43.572;3.0014556;Low_Middle
1953;SWZ;Eswatini;0.361152776;469.3;33.54;1225.813575;0;43.572;3.0014556;Low_Middle
1954;SWZ;Eswatini;0.361152776;469.3;33.54;1225.813575;0;43.572;3.0014556;Low_Middle
1955;SWZ;Eswatini;0.361152776;469.3;33.54;1225.813575;0;43.572;3.0014556;Low_Middle
1956;SWZ;Eswatini;0.361152776;469.3;33.54;1225.813575;0;43.572;3.0014556;Low_Middle
1957;SWZ;Eswatini;0.361152776;469.3;33.54;1225.813575;0;43.572;3.0014556;Low_Middle
1958;SWZ;Eswatini;0.361152776;469.3;33.54;1225.813575;0;43.572;3.0014556;Low_Middle
1959;SWZ;Eswatini;0.361152776;469.3;33.54;1225.813575;0;43.572;3.0014556;Low_Middle
1960;SWZ;Eswatini;0.361152776;469.3;33.54;1225.813575;0;43.572;3.0014556;Low_Middle
1961;SWZ;Eswatini;0.361152776;469.3;33.54;1225.813575;0;43.951;3.0014556;Low_Middle
1962;SWZ;Eswatini;0.382686574;486.1;34.81;1225.813575;0;44.325;3.0014556;Low_Middle
1963;SWZ;Eswatini;0.361049226;541.1;37.35;1225.813575;0;44.699;3.0014556;Low_Middle
1964;SWZ;Eswatini;0.361522998;477.8;36.05;1225.813575;0;45.083;3.0014556;Low_Middle
1965;SWZ;Eswatini;0.37441264;482.9;35.1;1225.813575;0;45.489;3.0014556;Low_Middle
1966;SWZ;Eswatini;0.388196735;453.4;41.14;1225.813575;0;45.929;3.0014556;Low_Middle
1967;SWZ;Eswatini;0.387580208;685.1;44.53;1225.813575;0;46.409;3.0014556;Low_Middle
1968;SWZ;Eswatini;0.376378208;552.1;43.33;1225.813575;379999.9952;46.935;3.0014556;Low_Middle
1969;SWZ;Eswatini;0.355823445;619.5;45;1225.813575;550000.0008;47.508;3.0014556;Low_Middle
1970;SWZ;Eswatini;0.345504843;648.2;51.26;1225.813575;919999.9944;48.128;3.0014556;Low_Middle
1971;SWZ;Eswatini;0.33560297;1619;51.27;1354.325894;1159999.97;48.788;3.0014556;Low_Middle
1972;SWZ;Eswatini;0.36758351;1753.5;55.71;1386.982866;1529999.977;49.479;3.0014556;Low_Middle
1973;SWZ;Eswatini;0.35702218;1160.6;54.42;1468.625846;1999999.946;50.191;3.0014556;Low_Middle
1974;SWZ;Eswatini;0.319753109;1554.3;58.67;1507.516091;2410000.007;50.919;3.0014556;Low_Middle
1975;SWZ;Eswatini;0.334158391;1418.7;59.91;1665.599947;3880000.063;51.661;3.0014556;Low_Middle
1976;SWZ;Eswatini;0.31225817;1469.2;61.81;1580.225942;1929999.983;52.421;3.6453239;Low_Middle
1977;SWZ;Eswatini;0.279938376;1322.5;59.08;1546.215579;1849999.964;53.198;3.6453239;Low_Middle
1978;SWZ;Eswatini;0.341945012;1803.3;66.75;1516.764079;1810000.03;53.991;3.6453239;Low_Middle
1979;SWZ;Eswatini;0.32376411;967.1;66.5;1512.928525;2329999.998;54.795;3.6453239;Low_Middle
1980;SWZ;Eswatini;0.311299668;1381.4;74.93;1644.715921;4780000.06;55.613;4.2891921;Low_Middle
1981;SWZ;Eswatini;0.220257076;1685.4;79.7;1821.923079;5539999.947;56.453;4.3768914;Low_Middle
1982;SWZ;Eswatini;0.211174463;901.5;79.97;1780.563626;5309999.942;57.307;4.4490954;Low_Middle
1983;SWZ;Eswatini;0.203951757;720.2;80.7;1740.340261;5520000.056;58.158;4.5063461;Low_Middle
1984;SWZ;Eswatini;0.250281752;1802.8;84.18;1784.304328;3690000.087;58.978;4.5063461;Low_Middle
1985;SWZ;Eswatini;0.220289523;2045.5;86.15;1788.814017;3459999.994;59.749;4.5635968;Low_Middle
1986;SWZ;Eswatini;0.212826236;1487;93.83;1940.165917;3620000.05;60.46;5.3582863;Low_Middle
1987;SWZ;Eswatini;0.219066243;1288.9;92.18;2149.194067;9879999.921;61.081;5.3685593;Low_Middle
1988;SWZ;Eswatini;0.228750737;1313.9;89.72;2215.988456;9349999.95;61.572;4.4195226;Low_Middle
1989;SWZ;Eswatini;0.240448737;1053.2;89.77;2424.578139;7909999.922;61.885;4.8649471;Low_Middle
1990;SWZ;Eswatini;0.218866273;1284;91.12;2848.860756;8149999.812;61.95;4.507696168;Low_Middle
1991;SWZ;Eswatini;0.216499895;1050.4;94.03;2820.65643;7920000.017;61.7;3.5;Low_Middle
1992;SWZ;Eswatini;0.206460721;1554.3;93.79;2838.690005;12859999.82;61.112;4.9966563;Low_Middle
1993;SWZ;Eswatini;0.200516838;1381.2;88.39;2858.569949;12129999.64;60.192;5.5245415;Low_Middle
1994;SWZ;Eswatini;0.196117318;1271.9;89.08;2862.97008;7489999.981;58.958;4;Low_Middle
1995;SWZ;Eswatini;0.192050201;2169.6;82.6;2938.889112;7380000.092;57.422;4.7;Low_Middle
1996;SWZ;Eswatini;0.188258587;1756.6;86.73;2991.551596;4099999.994;55.606;4.1;Low_Middle
1997;SWZ;Eswatini;0.184757314;1906;85.08;3027.009788;3760000.05;53.595;3.9;Low_Middle
1998;SWZ;Eswatini;0.181647852;1897.7;84.45;3053.563187;3200000.055;51.498;5.9786831;Low_Middle
1999;SWZ;Eswatini;0.179054992;1633.7;89.8;3098.796957;2039999.962;49.424;4.91;Low_Middle
2000;SWZ;Eswatini;0.1770378;1632.7;86.1;3117.816353;3179999.963;47.49;5.21;Low_Middle
2001;SWZ;Eswatini;0.175610122;1415.9;84.49;3125.293927;1560000.017;45.799;4.96;Low_Middle
2002;SWZ;Eswatini;0.174670946;993.9;94.49;3244.738498;4809999.899;44.41;5.22;Low_Middle
2003;SWZ;Eswatini;0.174031729;1021.4;95.12;3358.306237;4569999.941;43.372;5.48;Low_Middle
2004;SWZ;Eswatini;0.173440932;1243;96.64;3468.194565;2959999.993;42.731;6.55;Low_Middle
2005;SWZ;Eswatini;0.172718443;1313.3;102.67;3660.929967;5799999.982;42.518;6.645;Low_Middle
2006;SWZ;Eswatini;0.171799415;1418.1;100.69;3859.652095;5540000.081;42.733;6.74;Low_Middle
2007;SWZ;Eswatini;0.170718514;559.9;99.16;4005.481528;6169999.868;43.308;6.835;Low_Middle
2008;SWZ;Eswatini;0.16953269;995.1;100.8;4010.342129;4750000.001;44.17;6.93;Low_Middle
2009;SWZ;Eswatini;0.165489798;1283.7;102.17;4044.133029;5630000.036;45.275;7.696666667;Low_Middle
2010;SWZ;Eswatini;0.164344402;1200;106.24;4168.505183;3709999.978;46.601;8.463333333;Low_Middle
2011;SWZ;Eswatini;0.163241396;1337;109.03;4233.575227;6220000.028;48.141;9.23;Low_Middle
2012;SWZ;Eswatini;0.162143932;1330.7;111.47;4431.82376;7877109.647;49.862;8.416916986;Low_Middle
2013;SWZ;Eswatini;0.161017409;1362.6;113.63;4571.012762;9012642.323;51.699;7.603833972;Low_Middle
2014;SWZ;Eswatini;0.159814287;999.9;114.03;4578.28857;6582160.473;53.569;6.790750958;Low_Middle
2015;SWZ;Eswatini;0.158508175;1049.8;114.25;4645.877776;5480792.583;55.359;6.790750958;Low_Middle
2016;SWZ;Eswatini;0.157093818;1141.1;113.83;4662.820673;4598694.701;56.962;6.790750958;Low_Middle
2017;SWZ;Eswatini;0.159186645;1136.9;113.983983;4711.692633;6502625.406;58.319;6.790750958;Low_Middle
2018;SWZ;Eswatini;0.158173581;1093.080029;114.0300352;4773.917382;4411345.724;56.02357287;6.805283484;Low_Middle
2019;SWZ;Eswatini;0.157556379;1122.562569;113.9460123;4691.289278;0;57.20949556;6.790750958;Low_Middle
1949;TCA;Turks and Caicos Islands;0.170241743;;;21028.40814;0;;;High
1950;TCA;Turks and Caicos Islands;0.170241743;;;21028.40814;0;;;High
1951;TCA;Turks and Caicos Islands;0.170241743;;;21028.40814;0;;;High
1952;TCA;Turks and Caicos Islands;0.170241743;;;21028.40814;0;;;High
1953;TCA;Turks and Caicos Islands;0.170241743;;;21028.40814;0;;;High
1954;TCA;Turks and Caicos Islands;0.170241743;;;21028.40814;0;;;High
1955;TCA;Turks and Caicos Islands;0.170241743;;;21028.40814;0;;;High
1956;TCA;Turks and Caicos Islands;0.170241743;;;21028.40814;0;;;High
1957;TCA;Turks and Caicos Islands;0.170241743;;;21028.40814;0;;;High
1958;TCA;Turks and Caicos Islands;0.170241743;;;21028.40814;0;;;High
1959;TCA;Turks and Caicos Islands;0.170241743;;;21028.40814;0;;;High
1960;TCA;Turks and Caicos Islands;0.170241743;;;21028.40814;0;;;High
1961;TCA;Turks and Caicos Islands;0.170241743;;;21028.40814;0;;;High
1962;TCA;Turks and Caicos Islands;0.169952413;;;21028.40814;0;;;High
1963;TCA;Turks and Caicos Islands;0.170357751;;;21028.40814;0;;;High
1964;TCA;Turks and Caicos Islands;0.170998632;;;21028.40814;0;;;High
1965;TCA;Turks and Caicos Islands;0.171732784;;;21028.40814;0;;;High
1966;TCA;Turks and Caicos Islands;0.172681748;;;21028.40814;0;;;High
1967;TCA;Turks and Caicos Islands;0.173490632;;;21028.40814;0;;;High
1968;TCA;Turks and Caicos Islands;0.174094708;;;21028.40814;0;;;High
1969;TCA;Turks and Caicos Islands;0.173220163;;;21028.40814;0;;;High
1970;TCA;Turks and Caicos Islands;0.171203561;;;21028.40814;0;;;High
1971;TCA;Turks and Caicos Islands;0.167476135;;;21028.40814;0;;;High
1972;TCA;Turks and Caicos Islands;0.162416761;;;21028.40814;0;;;High
1973;TCA;Turks and Caicos Islands;0.156715248;;;21028.40814;0;;;High
1974;TCA;Turks and Caicos Islands;0.151377536;;;21028.40814;59999.99866;;;High
1975;TCA;Turks and Caicos Islands;0.146477223;;;21028.40814;19999.99955;;;High
1976;TCA;Turks and Caicos Islands;0.142551675;;;21028.40814;9999.999776;;;High
1977;TCA;Turks and Caicos Islands;0.13892748;;;21028.40814;29999.99933;;;High
1978;TCA;Turks and Caicos Islands;0.135409614;;;21028.40814;70000.0003;;;High
1979;TCA;Turks and Caicos Islands;0.131354262;;;21028.40814;159999.9964;;;High
1980;TCA;Turks and Caicos Islands;0.126774848;;;21028.40814;350000.0034;;;High
1981;TCA;Turks and Caicos Islands;0.121432908;;;21028.40814;100000.0015;;;High
1982;TCA;Turks and Caicos Islands;0.115553501;;;21028.40814;59999.99866;;;High
1983;TCA;Turks and Caicos Islands;0.109841828;;;21028.40814;59999.99866;;;High
1984;TCA;Turks and Caicos Islands;0.104646296;;;21028.40814;239999.9927;;;High
1985;TCA;Turks and Caicos Islands;0.100300903;;;21028.40814;280000.0012;;;High
1986;TCA;Turks and Caicos Islands;0.096553056;;;21028.40814;310000.0117;;;High
1987;TCA;Turks and Caicos Islands;0.093248788;;;21028.40814;419999.9869;;;High
1988;TCA;Turks and Caicos Islands;0.09014694;;;21028.40814;180000.0072;;;High
1989;TCA;Turks and Caicos Islands;0.086595081;;;21028.40814;59999.99866;;;High
1990;TCA;Turks and Caicos Islands;0.082569565;;;21028.40814;110000.0031;;;High
1991;TCA;Turks and Caicos Islands;0.078057919;;;21028.40814;129999.9952;;;High
1992;TCA;Turks and Caicos Islands;0.073356808;;;21028.40814;179999.996;;;High
1993;TCA;Turks and Caicos Islands;0.068842076;;;21028.40814;170000.0018;;;High
1994;TCA;Turks and Caicos Islands;0.064905562;;;21028.40814;239999.9946;;;High
1995;TCA;Turks and Caicos Islands;0.061667489;;;21028.40814;39999.99911;;;High
1996;TCA;Turks and Caicos Islands;0.059080704;;;21028.40814;29999.99933;;;High
1997;TCA;Turks and Caicos Islands;0.056924916;;;21028.40814;9999.999776;;;High
1998;TCA;Turks and Caicos Islands;0.054848618;;;21028.40814;19999.99955;;;High
1999;TCA;Turks and Caicos Islands;0.052452137;;;21028.40814;9999.999776;;;High
2000;TCA;Turks and Caicos Islands;0.049593335;;;21028.40814;59999.99866;;;High
2001;TCA;Turks and Caicos Islands;0.046354239;;;21028.40814;9999.999776;;;High
2002;TCA;Turks and Caicos Islands;0.043044077;;;21028.40814;479999.9967;;;High
2003;TCA;Turks and Caicos Islands;0.039982408;;;21028.40814;29999.99933;;;High
2004;TCA;Turks and Caicos Islands;0.037453184;;;21028.40814;0;;;High
2005;TCA;Turks and Caicos Islands;0.03548616;;;21028.40814;9999.999776;;;High
2006;TCA;Turks and Caicos Islands;0.034024021;;;21028.40814;0;;;High
2007;TCA;Turks and Caicos Islands;0.032910976;;;21028.40814;9999.999776;;;High
2008;TCA;Turks and Caicos Islands;0.032049228;;;21028.40814;0;;;High
2009;TCA;Turks and Caicos Islands;0.031314586;;;21028.40814;0;;;High
2010;TCA;Turks and Caicos Islands;0.030618494;;;21028.40814;0;;;High
2011;TCA;Turks and Caicos Islands;0.029960751;;;21028.40814;0;;;High
2012;TCA;Turks and Caicos Islands;0.029354782;;;21028.40814;0;;;High
2013;TCA;Turks and Caicos Islands;0.028792721;;;21028.40814;0;;;High
2014;TCA;Turks and Caicos Islands;0.028273347;;;21028.40814;0;;;High
2015;TCA;Turks and Caicos Islands;0.027792446;;;21028.40814;0;;;High
2016;TCA;Turks and Caicos Islands;0.027353046;;;21028.40814;0;;;High
2017;TCA;Turks and Caicos Islands;0.028067085;;;21028.40814;0;;;High
2018;TCA;Turks and Caicos Islands;0.027704475;;;21028.40814;0;;;High
2019;TCA;Turks and Caicos Islands;0.027499389;;;21028.40814;0;;;High
1949;THA;Thailand;0.368478284;1675.5;26.22;570.8563732;0;54.701;2.3455286;Low
1950;THA;Thailand;0.368478284;1675.5;26.22;570.8563732;0;54.701;2.3455286;Low
1951;THA;Thailand;0.368478284;1675.5;26.22;570.8563732;0;54.701;2.3455286;Low
1952;THA;Thailand;0.368478284;1675.5;26.22;570.8563732;0;54.701;2.3455286;Low
1953;THA;Thailand;0.368478284;1675.5;26.22;570.8563732;0;54.701;2.3455286;Low
1954;THA;Thailand;0.368478284;1675.5;26.22;570.8563732;0;54.701;2.3455286;Low
1955;THA;Thailand;0.368478284;1675.5;26.22;570.8563732;0;54.701;2.3455286;Low
1956;THA;Thailand;0.368478284;1675.5;26.22;570.8563732;0;54.701;2.3455286;Low
1957;THA;Thailand;0.368478284;1675.5;26.22;570.8563732;0;54.701;2.3455286;Low
1958;THA;Thailand;0.368478284;1675.5;26.22;570.8563732;0;54.701;2.3455286;Low
1959;THA;Thailand;0.368478284;1675.5;26.22;570.8563732;0;54.701;2.3455286;Low
1960;THA;Thailand;0.368478284;1675.5;26.22;570.8563732;0;54.701;2.3455286;Low
1961;THA;Thailand;0.368478284;1675.5;26.22;583.8433166;0;55.233;2.3455286;Low
1962;THA;Thailand;0.364499935;1737.2;28.05;609.448395;0;55.745;2.3455286;Low
1963;THA;Thailand;0.36039806;1891.8;29.77;638.7444091;0;56.231;2.3455286;Low
1964;THA;Thailand;0.35620449;1830.1;29.12;662.1744279;0;56.692;2.3455286;Low
1965;THA;Thailand;0.351950465;1786.3;29.67;695.1569511;0;57.133;2.3455286;Low_Middle
1966;THA;Thailand;0.347676196;1842.8;33.74;749.7069393;0;57.565;2.3455286;Low_Middle
1967;THA;Thailand;0.34341067;1775.8;30.95;790.4437219;0;57.998;2.3455286;Low_Middle
1968;THA;Thailand;0.339164188;1821.9;33.2;829.7710858;2420000.076;58.442;2.3455286;Low_Middle
1969;THA;Thailand;0.33494206;1905.2;35.49;858.5683989;3099999.904;58.904;2.3455286;Low_Middle
1970;THA;Thailand;0.333473085;2075.8;36.69;929.0911285;4540000.141;59.385;2.3455286;Low_Middle
1971;THA;Thailand;0.327448014;1993.2;37.04;946.8807058;5039999.961;59.887;2.2;Low_Middle
1972;THA;Thailand;0.336673588;1781.4;35.57;959.7034928;5419999.897;60.404;2.2;Low_Middle
1973;THA;Thailand;0.34611914;1957.8;42.12;1028.939287;4870000.005;60.929;1.9;Low_Middle
1974;THA;Thailand;0.35450124;1878.8;41.41;1046.421207;6060000.122;61.459;1.6;Low_Middle
1975;THA;Thailand;0.352026891;1889.4;45.55;1070.560949;10909999.85;61.985;1.8;Low_Middle
1976;THA;Thailand;0.349584002;1899.5;49.14;1142.053059;14960000.46;62.495;2.2;Low_Middle
1977;THA;Thailand;0.355200516;1592;49.38;1225.41166;19760000.35;62.986;2.1;Low_Middle
1978;THA;Thailand;0.354699571;1968.7;56.75;1321.601525;40489999.17;63.464;2.4893131;Low_Middle
1979;THA;Thailand;0.351603088;1837.9;52.74;1362.9231;43699998.88;63.935;1.9;Low_Middle
1980;THA;Thailand;0.348605468;1911.1;57.97;1404.002442;46229999.16;64.432;1.8;Low_Middle
1981;THA;Thailand;0.348775078;1983.4;59.37;1457.649331;42670001.51;64.993;2;Low_Middle
1982;THA;Thailand;0.349176444;1918.9;59.31;1506.684543;50959999.56;65.635;2.5;Low_Middle
1983;THA;Thailand;0.344661103;2050.5;62.34;1561.713872;42680000.42;66.353;2.6;Low_Middle
1984;THA;Thailand;0.340562579;2102.6;64.32;1621.782503;60219999.43;67.128;2.7;Low_Middle
1985;THA;Thailand;0.340074071;2125.4;66.92;1666.747124;45700000.53;67.911;3.2560154;Low_Middle
1986;THA;Thailand;0.336163994;2089;62.96;1727.33526;37259999.93;68.641;3;Low_Middle
1987;THA;Thailand;0.33237014;2006.3;63.36;1857.891417;44720000.51;69.265;2.8;Low_Middle
1988;THA;Thailand;0.322964276;2203.5;68.91;2068.510398;39080000.28;69.745;2.4;Low_Middle
1989;THA;Thailand;0.315228909;2143.1;72.28;2284.028599;45380000.42;70.071;2.2;Low_Middle
1990;THA;Thailand;0.309309779;2009.2;68.44;2503.802822;64310001.61;70.248;3.0009275;Low_Middle
1991;THA;Thailand;0.305945236;2295.4;75.38;2686.061921;73670000.49;70.3;2.6;Low_Middle
1992;THA;Thailand;0.298178439;2254.1;77.92;2874.132474;57640000.67;70.281;2.5;Low_Middle
1993;THA;Thailand;0.292863425;2119.9;76.35;3083.185572;33209999.02;70.239;3.3612094;Low_Middle
1994;THA;Thailand;0.286368118;2409.4;78.9;3299.346408;21810000;70.202;2.9;Low_Middle
1995;THA;Thailand;0.283164148;2507.4;80.2;3531.749385;16449999.99;70.191;2.6;Low_Middle
1996;THA;Thailand;0.275452333;2525.7;82.9;3690.240081;13990000.37;70.215;2.8;High_Middle
1997;THA;Thailand;0.266933646;2456.4;84.5;3546.374183;13150000.22;70.267;3.5;High_Middle
1998;THA;Thailand;0.258698926;2522.6;80.85;3236.37219;7489999.987;70.348;3.8;Low_Middle
1999;THA;Thailand;0.25469284;2537.4;85.06;3345.589875;6319999.815;70.463;4.13;Low_Middle
2000;THA;Thailand;0.248663114;2719;92.33;3458.349405;9820000.259;70.623;4.46;Low_Middle
2001;THA;Thailand;0.2451715;2952.6;96.64;3544.438491;9369999.886;70.832;4.79;High_Middle
2002;THA;Thailand;0.24019384;2998.3;97.63;3731.264529;8089999.915;71.089;4.625714286;High_Middle
2003;THA;Thailand;0.235476864;2998.7;103.72;3969.728323;10089999.94;71.389;4.461428571;High_Middle
2004;THA;Thailand;0.233863068;2960.8;100.1;4190.479159;5999999.762;71.728;4.297142857;High_Middle
2005;THA;Thailand;0.232358385;3046.7;98.03;4337.878711;14370000.09;72.099;4.132857143;High_Middle
2006;THA;Thailand;0.230959038;3009.6;101.87;4525.958803;12629999.79;72.499;3.968571429;High_Middle
2007;THA;Thailand;0.229669466;3090.2;111.91;4745.30443;16359999.78;72.916;3.804285714;High_Middle
2008;THA;Thailand;0.229216511;3064.5;110.74;4801.876759;10609999.78;73.341;3.64;High_Middle
2009;THA;Thailand;0.234720233;2997;114.22;4744.756593;8210000.008;73.766;4.06;High_Middle
2010;THA;Thailand;0.234541163;3072.6;114.27;5076.342992;10599999.73;74.184;3.538729286;High_Middle
2011;THA;Thailand;0.233417916;3259.2;122.92;5094.466768;17110000.34;74.593;4.629541014;High_Middle
2012;THA;Thailand;0.244118322;3258.7;131.62;5437.870915;15374302.89;74.992;4.530115441;High_Middle
2013;THA;Thailand;0.24668168;3216.2;129.66;5558.723953;8720260.411;75.378;4.188538373;High_Middle
2014;THA;Thailand;0.245621156;3144;126.31;5589.31172;7791744.337;75.747;4.188538373;High_Middle
2015;THA;Thailand;0.244635373;2959.5;118.77;5741.339664;13692245.54;76.091;4.188538373;High_Middle
2016;THA;Thailand;0.243724454;2975.4;114.55;5911.951214;19463303.56;76.403;4.188538373;High_Middle
2017;THA;Thailand;0.245129971;3239.7;122.5873916;6128.658158;14651029.93;76.683;4.188538373;High_Middle
2018;THA;Thailand;0.244450736;3031.167788;118.3960825;6361.62499;11030108.15;76.22301574;4.188538373;High_Middle
2019;THA;Thailand;0.244027445;3085.77288;116.0580748;6020.836485;0;76.45783027;4.188538373;High_Middle
